index,Time,Region,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force,year,state
6486,Aug-86,Florida,9197000,5638832,61.3,5311110,57.7,327722,5.8,1986,florida
6487,Aug-86,Georgia,4459000,3004898,67.4,2823399,63.3,181499,6,1986,georgia
6488,Aug-86,Hawaii,747000,491871,65.8,469228,62.8,22643,4.6,1986,hawaii
6489,Aug-86,Idaho,708000,473482,66.9,432613,61.1,40869,8.6,1986,idaho
6490,Aug-86,Illinois,8687000,5710298,65.7,5244677,60.4,465621,8.2,1986,illinois
6491,Aug-86,Indiana,4123000,2754982,66.8,2569524,62.3,185458,6.7,1986,indiana
6492,Aug-86,Iowa,2138000,1437022,67.2,1342275,62.8,94747,6.6,1986,iowa
6493,Aug-86,Kansas,1819000,1245175,68.5,1178299,64.8,66876,5.4,1986,kansas
6494,Aug-86,Kentucky,2762000,1693921,61.3,1537520,55.7,156401,9.2,1986,kentucky
6495,Aug-86,Louisiana,3224000,1973394,61.2,1717687,53.3,255707,13,1986,louisiana
6496,Aug-86,Maine,884000,564603,63.9,534672,60.5,29931,5.3,1986,maine
6497,Aug-86,Maryland,3398000,2359212,69.4,2249978,66.2,109234,4.6,1986,maryland
6498,Aug-86,Massachusetts,4567000,3070548,67.2,2949087,64.6,121461,4,1986,massachusetts
6499,Aug-86,Michigan,6865000,4406967,64.2,4018578,58.5,388389,8.8,1986,michigan
6500,Aug-86,Minnesota,3169000,2241200,70.7,2122289,67,118911,5.3,1986,minnesota
6501,Aug-86,Mississippi,1868000,1156901,61.9,1022203,54.7,134698,11.6,1986,mississippi
6502,Aug-86,Missouri,3828000,2551008,66.6,2388993,62.4,162015,6.4,1986,missouri
6503,Aug-86,Montana,600000,400575,66.8,368827,61.5,31748,7.9,1986,montana
6504,Aug-86,Nebraska,1180000,806994,68.4,767731,65.1,39263,4.9,1986,nebraska
6505,Aug-86,Nevada,738000,533935,72.3,502164,68,31771,6,1986,nevada
6506,Aug-86,New Hampshire,782000,563545,72.1,548908,70.2,14637,2.6,1986,new hampshire
6507,Aug-86,New Jersey,5960000,3915232,65.7,3721829,62.4,193403,4.9,1986,new jersey
6508,Aug-86,New Mexico,1060000,674509,63.6,609705,57.5,64804,9.6,1986,new mexico
6509,Aug-86,New York,13720000,8446010,61.6,7929866,57.8,516144,6.1,1986,new york
6510,Aug-86,North Carolina,4737000,3192884,67.4,3022092,63.8,170792,5.3,1986,north carolina
6511,Aug-86,North Dakota,487000,331664,68.1,312443,64.2,19221,5.8,1986,north dakota
6512,Aug-86,Ohio,8104000,5234520,64.6,4800869,59.2,433651,8.3,1986,ohio
6513,Aug-86,Oklahoma,2424000,1596175,65.8,1458727,60.2,137448,8.6,1986,oklahoma
6514,Aug-86,Oregon,2060000,1364901,66.3,1256932,61,107969,7.9,1986,oregon
6515,Aug-86,Pennsylvania,9249000,5607318,60.6,5231224,56.6,376094,6.7,1986,pennsylvania
6516,Aug-86,Rhode Island,755000,510511,67.6,489552,64.8,20959,4.1,1986,rhode island
6517,Aug-86,South Carolina,2458000,1590061,64.7,1491353,60.7,98708,6.2,1986,south carolina
6518,Aug-86,South Dakota,512000,349700,68.3,333832,65.2,15868,4.5,1986,south dakota
6519,Aug-86,Tennessee,3631000,2308069,63.6,2127854,58.6,180215,7.8,1986,tennessee
6520,Aug-86,Texas,11967000,8222473,68.7,7474205,62.5,748268,9.1,1986,texas
6521,Aug-86,Utah,1079000,752995,69.8,705981,65.4,47014,6.2,1986,utah
6522,Aug-86,Vermont,408000,290163,71.1,277869,68.1,12294,4.2,1986,vermont
6523,Aug-86,Virginia,4310000,2930592,68,2783108,64.6,147484,5,1986,virginia
6524,Aug-86,Washington,3339000,2204227,66,2023287,60.6,180940,8.2,1986,washington
6525,Aug-86,West Virginia,1455000,749556,51.5,660598,45.4,88958,11.9,1986,west virginia
6526,Aug-86,Wisconsin,3593000,2425781,67.5,2257539,62.8,168242,6.9,1986,wisconsin
6527,Aug-86,Wyoming,359000,250139,69.7,227149,63.3,22990,9.2,1986,wyoming
6528,Sep-86,Alabama,3008000,1868065,62.1,1686660,56.1,181405,9.7,1986,alabama
6529,Sep-86,Alaska,351000,254106,72.4,225868,64.3,28238,11.1,1986,alaska
6530,Sep-86,Arizona,2443000,1580687,64.7,1467127,60.1,113560,7.2,1986,arizona
6531,Sep-86,Arkansas,1765000,1074516,60.9,983134,55.7,91382,8.5,1986,arkansas
6532,Sep-86,California,20153000,13434273,66.7,12539608,62.2,894665,6.7,1986,california
6533,Sep-86,Colorado,2422000,1706673,70.5,1570968,64.9,135705,8,1986,colorado
6534,Sep-86,Connecticut,2491000,1745142,70.1,1679566,67.4,65576,3.8,1986,connecticut
6535,Sep-86,Delaware,482000,325898,67.6,313087,65,12811,3.9,1986,delaware
6536,Sep-86,District of Columbia,478000,324223,67.8,299228,62.6,24995,7.7,1986,district of columbia
6537,Sep-86,Florida,9219000,5662822,61.4,5334942,57.9,327880,5.8,1986,florida
6538,Sep-86,Georgia,4469000,3012625,67.4,2831569,63.4,181056,6,1986,georgia
6539,Sep-86,Hawaii,748000,492678,65.9,470798,62.9,21880,4.4,1986,hawaii
6540,Sep-86,Idaho,709000,473197,66.7,432492,61,40705,8.6,1986,idaho
6541,Sep-86,Illinois,8693000,5707015,65.7,5248652,60.4,458363,8,1986,illinois
6542,Sep-86,Indiana,4127000,2756033,66.8,2572241,62.3,183792,6.7,1986,indiana
6543,Sep-86,Iowa,2138000,1438831,67.3,1345876,63,92955,6.5,1986,iowa
6544,Sep-86,Kansas,1820000,1247202,68.5,1180934,64.9,66268,5.3,1986,kansas
6545,Sep-86,Kentucky,2763000,1695384,61.4,1537446,55.6,157938,9.3,1986,kentucky
6546,Sep-86,Louisiana,3222000,1972463,61.2,1714963,53.2,257500,13.1,1986,louisiana
6547,Sep-86,Maine,886000,565566,63.8,535801,60.5,29765,5.3,1986,maine
6548,Sep-86,Maryland,3403000,2366101,69.5,2255197,66.3,110904,4.7,1986,maryland
6549,Sep-86,Massachusetts,4569000,3073020,67.3,2952811,64.6,120209,3.9,1986,massachusetts
6550,Sep-86,Michigan,6872000,4417173,64.3,4033131,58.7,384042,8.7,1986,michigan
6551,Sep-86,Minnesota,3171000,2242163,70.7,2125033,67,117130,5.2,1986,minnesota
6552,Sep-86,Mississippi,1869000,1157479,61.9,1023383,54.8,134096,11.6,1986,mississippi
6553,Sep-86,Missouri,3832000,2553464,66.6,2392534,62.4,160930,6.3,1986,missouri
6554,Sep-86,Montana,600000,400463,66.7,368712,61.5,31751,7.9,1986,montana
6555,Sep-86,Nebraska,1180000,807324,68.4,768097,65.1,39227,4.9,1986,nebraska
6556,Sep-86,Nevada,740000,536132,72.5,504422,68.2,31710,5.9,1986,nevada
6557,Sep-86,New Hampshire,784000,564784,72,550530,70.2,14254,2.5,1986,new hampshire
6558,Sep-86,New Jersey,5964000,3918501,65.7,3731117,62.6,187384,4.8,1986,new jersey
6559,Sep-86,New Mexico,1062000,675214,63.6,610492,57.5,64722,9.6,1986,new mexico
6560,Sep-86,New York,13725000,8444650,61.5,7942965,57.9,501685,5.9,1986,new york
6561,Sep-86,North Carolina,4743000,3199621,67.5,3029368,63.9,170253,5.3,1986,north carolina
6562,Sep-86,North Dakota,486000,331235,68.2,312393,64.3,18842,5.7,1986,north dakota
6563,Sep-86,Ohio,8109000,5237875,64.6,4806816,59.3,431059,8.2,1986,ohio
6564,Sep-86,Oklahoma,2422000,1593218,65.8,1457452,60.2,135766,8.5,1986,oklahoma
6565,Sep-86,Oregon,2062000,1366971,66.3,1262965,61.2,104006,7.6,1986,oregon
6566,Sep-86,Pennsylvania,9254000,5602920,60.5,5236147,56.6,366773,6.5,1986,pennsylvania
6567,Sep-86,Rhode Island,756000,511186,67.6,490279,64.9,20907,4.1,1986,rhode island
6568,Sep-86,South Carolina,2461000,1593479,64.7,1495476,60.8,98003,6.2,1986,south carolina
6569,Sep-86,South Dakota,513000,350210,68.3,334427,65.2,15783,4.5,1986,south dakota
6570,Sep-86,Tennessee,3636000,2311871,63.6,2131669,58.6,180202,7.8,1986,tennessee
6571,Sep-86,Texas,11972000,8232427,68.8,7478872,62.5,753555,9.2,1986,texas
6572,Sep-86,Utah,1080000,754158,69.8,706173,65.4,47985,6.4,1986,utah
6573,Sep-86,Vermont,408000,290930,71.3,278673,68.3,12257,4.2,1986,vermont
6574,Sep-86,Virginia,4318000,2939004,68.1,2791427,64.6,147577,5,1986,virginia
6575,Sep-86,Washington,3344000,2207212,66,2026699,60.6,180513,8.2,1986,washington
6576,Sep-86,West Virginia,1454000,748972,51.5,661313,45.5,87659,11.7,1986,west virginia
6577,Sep-86,Wisconsin,3596000,2431554,67.6,2265129,63,166425,6.8,1986,wisconsin
6578,Sep-86,Wyoming,358000,249011,69.6,225974,63.1,23037,9.3,1986,wyoming
6579,Oct-86,Alabama,3011000,1869560,62.1,1688677,56.1,180883,9.7,1986,alabama
6580,Oct-86,Alaska,350000,253389,72.4,225446,64.4,27943,11,1986,alaska
6581,Oct-86,Arizona,2451000,1583506,64.6,1469452,60,114054,7.2,1986,arizona
6582,Oct-86,Arkansas,1766000,1075532,60.9,983989,55.7,91543,8.5,1986,arkansas
6583,Oct-86,California,20192000,13467014,66.7,12576773,62.3,890241,6.6,1986,california
6584,Oct-86,Colorado,2423000,1707589,70.5,1568878,64.7,138711,8.1,1986,colorado
6585,Oct-86,Connecticut,2493000,1747144,70.1,1681630,67.5,65514,3.7,1986,connecticut
6586,Oct-86,Delaware,483000,326397,67.6,314369,65.1,12028,3.7,1986,delaware
6587,Oct-86,District of Columbia,478000,325166,68,300186,62.8,24980,7.7,1986,district of columbia
6588,Oct-86,Florida,9242000,5684194,61.5,5356396,58,327798,5.8,1986,florida
6589,Oct-86,Georgia,4478000,3019038,67.4,2838409,63.4,180629,6,1986,georgia
6590,Oct-86,Hawaii,750000,493747,65.8,472571,63,21176,4.3,1986,hawaii
6591,Oct-86,Idaho,709000,472474,66.6,432182,61,40292,8.5,1986,idaho
6592,Oct-86,Illinois,8698000,5701150,65.5,5249593,60.4,451557,7.9,1986,illinois
6593,Oct-86,Indiana,4130000,2755968,66.7,2572543,62.3,183425,6.7,1986,indiana
6594,Oct-86,Iowa,2138000,1440648,67.4,1349433,63.1,91215,6.3,1986,iowa
6595,Oct-86,Kansas,1822000,1249029,68.6,1183287,64.9,65742,5.3,1986,kansas
6596,Oct-86,Kentucky,2765000,1696525,61.4,1537114,55.6,159411,9.4,1986,kentucky
6597,Oct-86,Louisiana,3219000,1971070,61.2,1712681,53.2,258389,13.1,1986,louisiana
6598,Oct-86,Maine,887000,566437,63.9,537003,60.5,29434,5.2,1986,maine
6599,Oct-86,Maryland,3408000,2372440,69.6,2260426,66.3,112014,4.7,1986,maryland
6600,Oct-86,Massachusetts,4571000,3075023,67.3,2956547,64.7,118476,3.9,1986,massachusetts
6601,Oct-86,Michigan,6878000,4429069,64.4,4048887,58.9,380182,8.6,1986,michigan
6602,Oct-86,Minnesota,3174000,2244249,70.7,2127796,67,116453,5.2,1986,minnesota
6603,Oct-86,Mississippi,1870000,1157388,61.9,1023979,54.8,133409,11.5,1986,mississippi
6604,Oct-86,Missouri,3836000,2554476,66.6,2394716,62.4,159760,6.3,1986,missouri
6605,Oct-86,Montana,599000,400509,66.9,368776,61.6,31733,7.9,1986,montana
6606,Oct-86,Nebraska,1180000,807842,68.5,768567,65.1,39275,4.9,1986,nebraska
6607,Oct-86,Nevada,743000,538345,72.5,506518,68.2,31827,5.9,1986,nevada
6608,Oct-86,New Hampshire,786000,566126,72,552177,70.3,13949,2.5,1986,new hampshire
6609,Oct-86,New Jersey,5969000,3920018,65.7,3739322,62.6,180696,4.6,1986,new jersey
6610,Oct-86,New Mexico,1063000,675547,63.6,611102,57.5,64445,9.5,1986,new mexico
6611,Oct-86,New York,13729000,8443246,61.5,7954497,57.9,488749,5.8,1986,new york
6612,Oct-86,North Carolina,4750000,3205992,67.5,3036560,63.9,169432,5.3,1986,north carolina
6613,Oct-86,North Dakota,486000,330936,68.1,312414,64.3,18522,5.6,1986,north dakota
6614,Oct-86,Ohio,8115000,5241897,64.6,4813354,59.3,428543,8.2,1986,ohio
6615,Oct-86,Oklahoma,2419000,1589436,65.7,1456060,60.2,133376,8.4,1986,oklahoma
6616,Oct-86,Oregon,2065000,1368363,66.3,1268455,61.4,99908,7.3,1986,oregon
6617,Oct-86,Pennsylvania,9258000,5598221,60.5,5240637,56.6,357584,6.4,1986,pennsylvania
6618,Oct-86,Rhode Island,756000,511690,67.7,491052,65,20638,4,1986,rhode island
6619,Oct-86,South Carolina,2465000,1597469,64.8,1499541,60.8,97928,6.1,1986,south carolina
6620,Oct-86,South Dakota,513000,350595,68.3,334943,65.3,15652,4.5,1986,south dakota
6621,Oct-86,Tennessee,3641000,2314879,63.6,2135378,58.6,179501,7.8,1986,tennessee
6622,Oct-86,Texas,11977000,8239269,68.8,7482823,62.5,756446,9.2,1986,texas
6623,Oct-86,Utah,1080000,755182,69.9,706256,65.4,48926,6.5,1986,utah
6624,Oct-86,Vermont,409000,291584,71.3,279403,68.3,12181,4.2,1986,vermont
6625,Oct-86,Virginia,4327000,2946198,68.1,2798980,64.7,147218,5,1986,virginia
6626,Oct-86,Washington,3350000,2209785,66,2029809,60.6,179976,8.1,1986,washington
6627,Oct-86,West Virginia,1454000,748103,51.5,661894,45.5,86209,11.5,1986,west virginia
6628,Oct-86,Wisconsin,3598000,2437665,67.8,2272732,63.2,164933,6.8,1986,wisconsin
6629,Oct-86,Wyoming,357000,248066,69.5,224940,63,23126,9.3,1986,wyoming
6630,Nov-86,Alabama,3014000,1870468,62.1,1690601,56.1,179867,9.6,1986,alabama
6631,Nov-86,Alaska,349000,252647,72.4,225005,64.5,27642,10.9,1986,alaska
6632,Nov-86,Arizona,2458000,1585859,64.5,1471883,59.9,113976,7.2,1986,arizona
6633,Nov-86,Arkansas,1768000,1075571,60.8,984089,55.7,91482,8.5,1986,arkansas
6634,Nov-86,California,20232000,13497905,66.7,12612458,62.3,885447,6.6,1986,california
6635,Nov-86,Colorado,2425000,1708212,70.4,1567304,64.6,140908,8.2,1986,colorado
6636,Nov-86,Connecticut,2494000,1748830,70.1,1683095,67.5,65735,3.8,1986,connecticut
6637,Nov-86,Delaware,484000,327149,67.6,315771,65.2,11378,3.5,1986,delaware
6638,Nov-86,District of Columbia,477000,326097,68.4,301259,63.2,24838,7.6,1986,district of columbia
6639,Nov-86,Florida,9264000,5703078,61.6,5375664,58,327414,5.7,1986,florida
6640,Nov-86,Georgia,4487000,3024296,67.4,2843859,63.4,180437,6,1986,georgia
6641,Nov-86,Hawaii,751000,495151,65.9,474575,63.2,20576,4.2,1986,hawaii
6642,Nov-86,Idaho,709000,471506,66.5,431696,60.9,39810,8.4,1986,idaho
6643,Nov-86,Illinois,8703000,5694792,65.4,5248165,60.3,446627,7.8,1986,illinois
6644,Nov-86,Indiana,4134000,2754784,66.6,2570884,62.2,183900,6.7,1986,indiana
6645,Nov-86,Iowa,2138000,1442433,67.5,1352935,63.3,89498,6.2,1986,iowa
6646,Nov-86,Kansas,1823000,1250557,68.6,1185161,65,65396,5.2,1986,kansas
6647,Nov-86,Kentucky,2766000,1697044,61.4,1536758,55.6,160286,9.4,1986,kentucky
6648,Nov-86,Louisiana,3216000,1968654,61.2,1710555,53.2,258099,13.1,1986,louisiana
6649,Nov-86,Maine,888000,567339,63.9,538447,60.6,28892,5.1,1986,maine
6650,Nov-86,Maryland,3413000,2378003,69.7,2265681,66.4,112322,4.7,1986,maryland
6651,Nov-86,Massachusetts,4573000,3076627,67.3,2960006,64.7,116621,3.8,1986,massachusetts
6652,Nov-86,Michigan,6885000,4441925,64.5,4064697,59,377228,8.5,1986,michigan
6653,Nov-86,Minnesota,3177000,2247864,70.8,2130920,67.1,116944,5.2,1986,minnesota
6654,Nov-86,Mississippi,1871000,1156620,61.8,1024132,54.7,132488,11.5,1986,mississippi
6655,Nov-86,Missouri,3839000,2555217,66.6,2395568,62.4,159649,6.2,1986,missouri
6656,Nov-86,Montana,599000,400617,66.9,368990,61.6,31627,7.9,1986,montana
6657,Nov-86,Nebraska,1180000,808228,68.5,769064,65.2,39164,4.8,1986,nebraska
6658,Nov-86,Nevada,745000,540451,72.5,508401,68.2,32050,5.9,1986,nevada
6659,Nov-86,New Hampshire,788000,567651,72,553991,70.3,13660,2.4,1986,new hampshire
6660,Nov-86,New Jersey,5973000,3921104,65.6,3746391,62.7,174713,4.5,1986,new jersey
6661,Nov-86,New Mexico,1064000,675513,63.5,611488,57.5,64025,9.5,1986,new mexico
6662,Nov-86,New York,13734000,8441569,61.5,7964163,58,477406,5.7,1986,new york
6663,Nov-86,North Carolina,4757000,3212057,67.5,3043762,64,168295,5.2,1986,north carolina
6664,Nov-86,North Dakota,486000,330737,68.1,312489,64.3,18248,5.5,1986,north dakota
6665,Nov-86,Ohio,8120000,5246652,64.6,4820393,59.4,426259,8.1,1986,ohio
6666,Nov-86,Oklahoma,2417000,1585249,65.6,1454526,60.2,130723,8.2,1986,oklahoma
6667,Nov-86,Oregon,2067000,1369348,66.2,1273261,61.6,96087,7,1986,oregon
6668,Nov-86,Pennsylvania,9263000,5594274,60.4,5245382,56.6,348892,6.2,1986,pennsylvania
6669,Nov-86,Rhode Island,757000,512105,67.6,491851,65,20254,4,1986,rhode island
6670,Nov-86,South Carolina,2469000,1601905,64.9,1503370,60.9,98535,6.2,1986,south carolina
6671,Nov-86,South Dakota,513000,350865,68.4,335383,65.4,15482,4.4,1986,south dakota
6672,Nov-86,Tennessee,3646000,2316913,63.5,2139086,58.7,177827,7.7,1986,tennessee
6673,Nov-86,Texas,11982000,8243079,68.8,7486771,62.5,756308,9.2,1986,texas
6674,Nov-86,Utah,1081000,756101,69.9,706307,65.3,49794,6.6,1986,utah
6675,Nov-86,Vermont,409000,292067,71.4,280046,68.5,12021,4.1,1986,vermont
6676,Nov-86,Virginia,4335000,2952375,68.1,2805955,64.7,146420,5,1986,virginia
6677,Nov-86,Washington,3355000,2212127,65.9,2032834,60.6,179293,8.1,1986,washington
6678,Nov-86,West Virginia,1453000,747255,51.4,662371,45.6,84884,11.4,1986,west virginia
6679,Nov-86,Wisconsin,3600000,2444104,67.9,2280362,63.3,163742,6.7,1986,wisconsin
6680,Nov-86,Wyoming,356000,247277,69.5,224065,62.9,23212,9.4,1986,wyoming
6681,Dec-86,Alabama,3017000,1870743,62,1692995,56.1,177748,9.5,1986,alabama
6682,Dec-86,Alaska,349000,251869,72.2,224534,64.3,27335,10.9,1986,alaska
6683,Dec-86,Arizona,2466000,1588732,64.4,1475400,59.8,113332,7.1,1986,arizona
6684,Dec-86,Arkansas,1769000,1075353,60.8,984174,55.6,91179,8.5,1986,arkansas
6685,Dec-86,California,20271000,13530074,66.7,12651094,62.4,878980,6.5,1986,california
6686,Dec-86,Colorado,2427000,1708562,70.4,1566539,64.5,142023,8.3,1986,colorado
6687,Dec-86,Connecticut,2496000,1750240,70.1,1684322,67.5,65918,3.8,1986,connecticut
6688,Dec-86,Delaware,485000,328117,67.7,317216,65.4,10901,3.3,1986,delaware
6689,Dec-86,District of Columbia,477000,327012,68.6,302515,63.4,24497,7.5,1986,district of columbia
6690,Dec-86,Florida,9286000,5721916,61.6,5395551,58.1,326365,5.7,1986,florida
6691,Dec-86,Georgia,4496000,3028875,67.4,2848931,63.4,179944,5.9,1986,georgia
6692,Dec-86,Hawaii,753000,497006,66,476855,63.3,20151,4.1,1986,hawaii
6693,Dec-86,Idaho,709000,470594,66.4,431241,60.8,39353,8.4,1986,idaho
6694,Dec-86,Illinois,8708000,5692168,65.4,5247800,60.3,444368,7.8,1986,illinois
6695,Dec-86,Indiana,4137000,2753727,66.6,2569234,62.1,184493,6.7,1986,indiana
6696,Dec-86,Iowa,2138000,1444307,67.6,1356540,63.4,87767,6.1,1986,iowa
6697,Dec-86,Kansas,1824000,1251910,68.6,1186782,65.1,65128,5.2,1986,kansas
6698,Dec-86,Kentucky,2767000,1697192,61.3,1536955,55.5,160237,9.4,1986,kentucky
6699,Dec-86,Louisiana,3214000,1965512,61.2,1709120,53.2,256392,13,1986,louisiana
6700,Dec-86,Maine,889000,568506,63.9,540359,60.8,28147,5,1986,maine
6701,Dec-86,Maryland,3418000,2382870,69.7,2271062,66.4,111808,4.7,1986,maryland
6702,Dec-86,Massachusetts,4575000,3078412,67.3,2963616,64.8,114796,3.7,1986,massachusetts
6703,Dec-86,Michigan,6892000,4455307,64.6,4080356,59.2,374951,8.4,1986,michigan
6704,Dec-86,Minnesota,3179000,2252896,70.9,2134747,67.2,118149,5.2,1986,minnesota
6705,Dec-86,Mississippi,1872000,1155479,61.7,1024482,54.7,130997,11.3,1986,mississippi
6706,Dec-86,Missouri,3843000,2557702,66.6,2396542,62.4,161160,6.3,1986,missouri
6707,Dec-86,Montana,599000,400742,66.9,369385,61.7,31357,7.8,1986,montana
6708,Dec-86,Nebraska,1180000,808303,68.5,769557,65.2,38746,4.8,1986,nebraska
6709,Dec-86,Nevada,748000,542455,72.5,510104,68.2,32351,6,1986,nevada
6710,Dec-86,New Hampshire,790000,569426,72.1,556072,70.4,13354,2.3,1986,new hampshire
6711,Dec-86,New Jersey,5977000,3923674,65.6,3753531,62.8,170143,4.3,1986,new jersey
6712,Dec-86,New Mexico,1065000,675264,63.4,611771,57.4,63493,9.4,1986,new mexico
6713,Dec-86,New York,13738000,8440883,61.4,7974393,58,466490,5.5,1986,new york
6714,Dec-86,North Carolina,4763000,3218607,67.6,3052084,64.1,166523,5.2,1986,north carolina
6715,Dec-86,North Dakota,485000,330601,68.2,312624,64.5,17977,5.4,1986,north dakota
6716,Dec-86,Ohio,8126000,5251892,64.6,4828506,59.4,423386,8.1,1986,ohio
6717,Dec-86,Oklahoma,2415000,1581313,65.5,1453231,60.2,128082,8.1,1986,oklahoma
6718,Dec-86,Oregon,2069000,1370331,66.2,1277503,61.7,92828,6.8,1986,oregon
6719,Dec-86,Pennsylvania,9268000,5593262,60.4,5252364,56.7,340898,6.1,1986,pennsylvania
6720,Dec-86,Rhode Island,758000,512557,67.6,492677,65,19880,3.9,1986,rhode island
6721,Dec-86,South Carolina,2472000,1606745,65,1507155,61,99590,6.2,1986,south carolina
6722,Dec-86,South Dakota,513000,351102,68.4,335805,65.5,15297,4.4,1986,south dakota
6723,Dec-86,Tennessee,3651000,2319077,63.5,2143655,58.7,175422,7.6,1986,tennessee
6724,Dec-86,Texas,11987000,8245423,68.8,7493133,62.5,752290,9.1,1986,texas
6725,Dec-86,Utah,1082000,756954,70,706497,65.3,50457,6.7,1986,utah
6726,Dec-86,Vermont,410000,292403,71.3,280636,68.4,11767,4,1986,vermont
6727,Dec-86,Virginia,4343000,2958913,68.1,2813609,64.8,145304,4.9,1986,virginia
6728,Dec-86,Washington,3361000,2214912,65.9,2036554,60.6,178358,8.1,1986,washington
6729,Dec-86,West Virginia,1453000,746686,51.4,662834,45.6,83852,11.2,1986,west virginia
6730,Dec-86,Wisconsin,3602000,2450978,68,2288620,63.5,162358,6.6,1986,wisconsin
6731,Dec-86,Wyoming,355000,246539,69.4,223362,62.9,23177,9.4,1986,wyoming
6732,Jan-87,Alabama,3021000,1870191,61.9,1696143,56.1,174048,9.3,1987,alabama
6733,Jan-87,Alaska,348000,251134,72.2,224053,64.4,27081,10.8,1987,alaska
6734,Jan-87,Arizona,2473000,1592550,64.4,1480457,59.9,112093,7,1987,arizona
6735,Jan-87,Arkansas,1771000,1075607,60.7,984919,55.6,90688,8.4,1987,arkansas
6736,Jan-87,California,20311000,13564202,66.8,12695031,62.5,869171,6.4,1987,california
6737,Jan-87,Colorado,2429000,1708446,70.3,1566483,64.5,141963,8.3,1987,colorado
6738,Jan-87,Connecticut,2498000,1751385,70.1,1685682,67.5,65703,3.8,1987,connecticut
6739,Jan-87,Delaware,486000,329158,67.7,318561,65.5,10597,3.2,1987,delaware
6740,Jan-87,District of Columbia,477000,327947,68.8,304008,63.7,23939,7.3,1987,district of columbia
6741,Jan-87,Florida,9308000,5741724,61.7,5417583,58.2,324141,5.6,1987,florida
6742,Jan-87,Georgia,4506000,3032615,67.3,2854287,63.3,178328,5.9,1987,georgia
6743,Jan-87,Hawaii,754000,499299,66.2,479342,63.6,19957,4,1987,hawaii
6744,Jan-87,Idaho,710000,469937,66.2,431044,60.7,38893,8.3,1987,idaho
6745,Jan-87,Illinois,8714000,5695609,65.4,5251060,60.3,444549,7.8,1987,illinois
6746,Jan-87,Indiana,4141000,2753688,66.5,2568971,62,184717,6.7,1987,indiana
6747,Jan-87,Iowa,2138000,1446169,67.6,1360090,63.6,86079,6,1987,iowa
6748,Jan-87,Kansas,1825000,1253152,68.7,1188413,65.1,64739,5.2,1987,kansas
